"Id","SalePrice"
1461,124339.616720272
1462,159621.654169536
1463,191829.74358101
1464,193593.712136632
1465,196338.900916934
1466,171897.50814308
1467,166950.58565521
1468,166899.572635782
1469,178579.792693402
1470,129027.296474108
1471,206215.892328547
1472,95337.9736804192
1473,98086.2805781277
1474,146476.671223924
1475,131187.19159692
1476,384648.699434643
1477,263095.933960857
1478,310704.535714223
1479,261974.226896354
1480,471443.474099664
1481,307428.618324676
1482,207019.720990236
1483,163232.875954691
1484,169430.502266267
1485,179570.952535919
1486,200279.502847512
1487,341081.128002578
1488,231110.609628633
1489,208579.506854002
1490,226279.101907311
1491,189055.179833632
1492,87723.3032111636
1493,195353.325853876
1494,280065.791283953
1495,275430.967265748
1496,244420.691251764
1497,179187.32373919
1498,165305.649073669
1499,163879.26408966
1500,147535.060426181
1501,180729.786814284
1502,147722.256512598
1503,316021.8853113
1504,243592.787239014
1505,235512.845891665
1506,183590.455840927
1507,259687.06867912
1508,189351.21814334
1509,169278.438665994
1510,153386.817918373
1511,141542.545566991
1512,169819.31047999
1513,140417.629919059
1514,176246.791750535
1515,205407.76681714
1516,151385.061914005
1517,165994.875864933
1518,137843.950171322
1519,220590.426904982
1520,127874.166058951
1521,132451.044731504
1522,161624.944098174
1523,111821.588847174
1524,118477.835235573
1525,127024.449277408
1526,125972.011994045
1527,109551.097087903
1528,133510.553945388
1529,151603.56731174
1530,177757.038435056
1531,100435.874407676
1532,89352.2612757893
1533,142542.189828776
1534,125329.066667142
1535,154536.705697236
1536,112172.147341291
1537,68670.3340633197
1538,173018.894866113
1539,212559.665974512
1540,82691.5331776066
1541,149523.270619767
1542,134867.864794352
1543,223748.179931653
1544,72673.289538742
1545,112319.84435171
1546,130672.638351465
1547,143476.024335847
1548,148394.348413861
1549,113461.694870046
1550,146286.307324354
1551,111914.556153235
1552,149451.652252732
1553,148806.522434174
1554,111777.334731803
1555,173663.776848444
1556,85113.891405235
1557,97019.1421968912
1558,98624.5396656413
1559,80567.267067621
1560,127788.494340407
1561,141257.069266522
1562,121419.406487856
1563,121759.863806126
1564,158376.679991766
1565,151674.826818634
1566,239019.224334499
1567,74409.7648190743
1568,213751.964472744
1569,125539.319957861
1570,127609.731156987
1571,117996.101088237
1572,150628.348377963
1573,240278.40259292
1574,118393.3696226
1575,213830.361090149
1576,224741.779624279
1577,199525.811110325
1578,153961.664351401
1579,158316.007428274
1580,188534.219564681
1581,143632.90444171
1582,128074.586910209
1583,324110.891057491
1584,222621.667513246
1585,137877.292471179
1586,74544.3259379739
1587,105306.64550104
1588,149317.099097879
1589,91942.2323190139
1590,129764.889159703
1591,92339.1436367521
1592,113720.373032001
1593,132803.587043044
1594,140858.024128071
1595,105993.000325205
1596,252003.596064884
1597,179831.318920039
1598,202715.258064266
1599,175473.485342236
1600,168573.71511575
1601,63438.8669998913
1602,121007.598629958
1603,80497.8830363062
1604,272342.459926876
1605,231287.727532027
1606,165701.131913028
1607,183144.528949916
1608,205721.185511354
1609,195072.568406213
1610,146074.161165347
1611,137074.977185258
1612,176972.047974229
1613,159524.440104767
1614,121016.511570357
1615,89971.8445765402
1616,68656.274691623
1617,97784.4536664249
1618,122152.276873098
1619,138719.064575759
1620,153936.024210971
1621,137179.720819032
1622,144995.363860984
1623,288193.552550372
1624,203007.555415699
1625,124307.832040352
1626,145515.8527862
1627,191085.20335921
1628,287301.409507987
1629,181296.929898089
1630,388777.384239624
1631,227848.569683995
1632,242403.992499256
1633,176177.974128547
1634,189227.950937494
1635,179435.107872668
1636,153005.677220106
1637,200437.814320848
1638,209010.30718925
1639,182727.891175405
1640,245022.780248515
1641,176672.962670515
1642,225458.080570524
1643,221585.19097584
1644,232529.711411552
1645,181275.995099213
1646,145138.238498165
1647,156326.97802971
1648,138119.408602296
1649,141084.837104156
1650,120650.725211446
1651,125275.336659114
1652,93261.2422890243
1653,95710.5051597922
1654,153032.752580991
1655,150775.706108438
1656,151310.977855735
1657,153321.616928353
1658,149687.414435012
1659,138251.454570703
1660,152363.177485402
1661,524325.561520324
1662,379883.525200711
1663,354201.534273883
1664,471176.110855188
1665,345965.428224989
1666,319037.580519324
1667,406249.827876932
1668,329077.450738888
1669,298433.934685358
1670,358200.237448084
1671,256893.662493252
1672,481827.473013988
1673,294330.957564605
1674,240202.334238196
1675,191128.287696181
1676,186133.426383078
1677,225504.118275836
1678,480960.273688412
1679,426148.142673315
1680,348758.200341905
1681,249351.133608464
1682,283880.776552806
1683,177268.868222122
1684,168141.746353236
1685,175347.040508713
1686,164041.749927452
1687,162210.555611124
1688,186314.553386798
1689,193327.900252268
1690,193745.042509753
1691,178843.797454014
1692,266464.506393245
1693,159937.392052145
1694,183399.719002733
1695,168127.833275533
1696,267409.949915033
1697,174101.393195104
1698,380630.227637915
1699,322681.675585426
1700,248687.169687202
1701,255981.823885269
1702,253665.08396639
1703,248228.357156932
1704,294620.625373195
1705,233432.030233174
1706,442819.042834395
1707,226336.917574204
1708,218185.014942093
1709,275571.2411017
1710,213482.281071848
1711,254988.405585658
1712,238594.017039363
1713,254246.234837103
1714,223692.295456415
1715,214434.022465793
1716,182439.875999247
1717,178080.311406045
1718,134428.723387398
1719,208603.711199275
1720,243292.120572141
1721,173593.695492358
1722,127572.178160309
1723,150444.235194942
1724,233871.370678645
1725,244610.201305932
1726,188555.316057706
1727,155795.59885609
1728,175134.533440923
1729,166828.1809231
1730,162732.054615447
1731,126400.586924516
1732,120333.076241792
1733,116951.535977607
1734,121423.802822485
1735,128419.758269186
1736,117237.768026951
1737,398366.045761175
1738,213531.326065348
1739,273075.504657838
1740,254737.627491845
1741,196768.182167345
1742,172810.245294764
1743,171262.271651203
1744,303062.518464581
1745,224189.79772734
1746,196360.011424129
1747,220022.647125686
1748,212962.810322662
1749,155721.071930188
1750,123143.951295777
1751,247631.715127243
1752,119636.736578729
1753,147904.219035296
1754,202092.483015416
1755,162907.346433732
1756,129144.183798353
1757,121189.257062054
1758,146663.857567617
1759,165302.410248971
1760,167113.635612319
1761,147381.233644965
1762,194574.440770242
1763,166836.904709224
1764,115023.108801356
1765,161227.844928541
1766,158712.001906895
1767,207558.53253132
1768,144383.676395231
1769,168929.500708024
1770,144147.543810458
1771,133106.942174424
1772,142528.7291473
1773,125324.643915521
1774,135385.898275133
1775,140551.990658531
1776,131605.790820125
1777,109313.943881601
1778,141315.42371433
1779,114361.998049549
1780,176930.918177931
1781,127168.489191417
1782,92008.4115002312
1783,138963.452090331
1784,103136.709968404
1785,120974.725849126
1786,150387.427530333
1787,166088.13665637
1788,55784.9813304992
1789,101189.147428956
1790,76215.9738239178
1791,182163.556695758
1792,165901.199034281
1793,125536.992077275
1794,146842.307486145
1795,126075.058519908
1796,130113.766820262
1797,122949.588182399
1798,132325.496636573
1799,111212.149055623
1800,133667.162320382
1801,139610.693112183
1802,142285.179038481
1803,148487.039928421
1804,141160.606379001
1805,130486.868493274
1806,112287.594744253
